PropertyName,link,rating,review,date
BLVD63,"https://www.google.com/search?q=BLVD63%20Apartments&ludocid=4796026713091706076#lrd=0x0:0x428ee8e2971d8cdc,1",1.0,"Stay away from this place,  I have never seen or experienced such a complete rip-off before in my life.  The PARKING is a complete joke, charging us to park in an empty parkade.   Seriously???  Everything breaks its made very cheaply.  BLVD 63 you suck.",a year ago
BLVD63,"https://www.google.com/search?q=BLVD63%20Apartments&ludocid=4796026713091706076#lrd=0x0:0x428ee8e2971d8cdc,1",1.0,People party that's all they do here and I'm sick of it.  BLVD 63 is a scam in a desirable neighborhood.,10 months ago
BLVD63,"https://www.google.com/search?q=BLVD63%20Apartments&ludocid=4796026713091706076#lrd=0x0:0x428ee8e2971d8cdc,1",5.0,Amazing place!,a week ago
BLVD63,"https://www.google.com/search?q=BLVD63%20Apartments&ludocid=4796026713091706076#lrd=0x0:0x428ee8e2971d8cdc,1",2.0,"There is a  girl who works in the resident services with glasses who is really quite RUDE , she doesn't smile and is NOT friendly at all. Your really shouldn't have an employee working with your paying residents or be a representation of the BLVD community who can't communicate appropriately or be polite and friendly like the rest of the staff. Her rude demeanor definetly sticks out like a sore thumb.",a year ago
BLVD63,"https://www.google.com/search?q=BLVD63%20Apartments&ludocid=4796026713091706076#lrd=0x0:0x428ee8e2971d8cdc,1",1.0,"the worst dorm I've been at, regarding management and noise. the walls are made of paper, security does nothing, way too expensive. the nice campus and surroundings are not nearly worth the nights you will spend frustrated and wide awake in bed until (easily) 3am. do yourself a favour and go somewhere else.",a year ago
BLVD63,"https://www.google.com/search?q=BLVD63%20Apartments&ludocid=4796026713091706076#lrd=0x0:0x428ee8e2971d8cdc,1",5.0,Best place to live if you go SDSU. Amenities included are convenient and the staff at the clubhouse is very customer service oriented. Only suggestion would be to add some colors or art to the hallways as I love bringing my friends over and promoting the apartment but the second we step into the hallways I feel very ashamed of feeling like I live in a prison. Even fifty twenty-five's hallways are nicer!!,2 years ago
BLVD63,"https://www.google.com/search?q=BLVD63%20Apartments&ludocid=4796026713091706076#lrd=0x0:0x428ee8e2971d8cdc,1",4.0,Great Fitness center & clubhouse. Love the free fitness classes. Staff in the office are always friendly and try to help you as best they can.,a year ago
BLVD63,"https://www.google.com/search?q=BLVD63%20Apartments&ludocid=4796026713091706076#lrd=0x0:0x428ee8e2971d8cdc,1",1.0,"Good luck trying to get your questions answered by the staff, they're pretty much useless. The only saving grace to the place is the maintenance staff are very friendly and punctual about service requests you have. Wifi is unreliable, the furniture feels cheap and the pool/hot tub closes at 10 pm.",a year ago
BLVD63,"https://www.google.com/search?q=BLVD63%20Apartments&ludocid=4796026713091706076#lrd=0x0:0x428ee8e2971d8cdc,1",5.0,"My experience at blvd has been lovely thus far.  Everything is well kept and clean at blvd63.  Security has kept everyone safe, yet they still allow us to have fun whether it be in the clubhouse playing pool or at the pool enjoying the sun.",2 years ago
BLVD63,"https://www.google.com/search?q=BLVD63%20Apartments&ludocid=4796026713091706076#lrd=0x0:0x428ee8e2971d8cdc,1",5.0,People is really nice and they are always trying to find a way to help you. They helped me with paying my rent and everything because I wasn't sure and they did it for me. They are really nice in the lease office and also into the clubhouse,2 years ago
BLVD63,"https://www.google.com/search?q=BLVD63%20Apartments&ludocid=4796026713091706076#lrd=0x0:0x428ee8e2971d8cdc,1",3.0,"The apartments are themselves are actually prett nice, many amenities and very central location.  All in all not bad, however the  parking situation is an absolute joke.  Either pay an exorbitant amount for a parking permit (which cost more than a parking permit at SDSU) try to find parking around the complex (many spots which have been marked white with meter maids patrolling constantly) or park in the surrounding neighborhood where pissed off residents slash your tires for parking in front of their houses (I see on average about half a dozen tires slashed and cars keyed a week and have literally seen hundreds of tires slashed in the last year)  All while the parking structure sits half empty. If you're going to pay a ""luxury price"" parking should absolutely be included.",a year ago
BLVD63,"https://www.google.com/search?q=BLVD63%20Apartments&ludocid=4796026713091706076#lrd=0x0:0x428ee8e2971d8cdc,1",3.0,Nice apartment! Staff sucks though,a year ago
BLVD63,"https://www.google.com/search?q=BLVD63%20Apartments&ludocid=4796026713091706076#lrd=0x0:0x428ee8e2971d8cdc,1",4.0,"I really like living here so far. I wish that the community room, tanning, and main office opened before 10am though! But I love the free coffee, 24 hour gym, and the workout classes available!",2 years ago
BLVD63,"https://www.google.com/search?q=BLVD63%20Apartments&ludocid=4796026713091706076#lrd=0x0:0x428ee8e2971d8cdc,1",4.0,"Overall I am pretty happy how BLVD 63 turned out. I did not know what to expect with it being a brand new complex, but the staff are very friendly and everything was well organized and turned out well. The shuttle was a bit sporadic during the first few weeks, but it seems like they were able to fix the scheduling.",2 years ago
BLVD63,"https://www.google.com/search?q=BLVD63%20Apartments&ludocid=4796026713091706076#lrd=0x0:0x428ee8e2971d8cdc,1",4.0,I'm pretty impressed with how organized these guys are considering they just opened a couple months ago. They are pretty quick to respond to feedback from the community and continue improving all the time. Glad to be living here :),2 years ago
BLVD63,"https://www.google.com/search?q=BLVD63%20Apartments&ludocid=4796026713091706076#lrd=0x0:0x428ee8e2971d8cdc,1",5.0,"Love living here! Blvd63 is a great place to live and for a great price too. I think it's great that Blvd sees the residents needs, like how there is now a third shuttle. Great place!",2 years ago
BLVD63,"https://www.google.com/search?q=BLVD63%20Apartments&ludocid=4796026713091706076#lrd=0x0:0x428ee8e2971d8cdc,1",5.0,great its a nice place where u can have fun go to school work out and have a awesome time with friends and family. nice pool great place to be in sd,a year ago
BLVD63,"https://www.google.com/search?q=BLVD63%20Apartments&ludocid=4796026713091706076#lrd=0x0:0x428ee8e2971d8cdc,1",5.0,Best Apartments for College Students. Same price as other college apartments but ten times as luxurious. Proud of my decision to rent at BLVD.,2 years ago
BLVD63,"https://www.google.com/search?q=BLVD63%20Apartments&ludocid=4796026713091706076#lrd=0x0:0x428ee8e2971d8cdc,1",4.0,"The apartment is nice, but the refrigerator is terrible, it might as well be a air conditioner it doesn't keep food cold. And the quality of the electrical work is also sub par. When I adjust my over head fan speed my speakers all make a clicking noise, and one time my tv flashed white.",2 years ago
BLVD63,"https://www.google.com/search?q=BLVD63%20Apartments&ludocid=4796026713091706076#lrd=0x0:0x428ee8e2971d8cdc,1",4.0,"Beautiful community. This was their first year open, but I already see their potential to be the most sought after apartments in the College community here.",2 years ago
BLVD63,"https://www.google.com/search?q=BLVD63%20Apartments&ludocid=4796026713091706076#lrd=0x0:0x428ee8e2971d8cdc,1",4.0,"Great experience, the staff is also very friendly to everyone, would recommend living here since it is still so new as well!",a year ago
BLVD63,"https://www.google.com/search?q=BLVD63%20Apartments&ludocid=4796026713091706076#lrd=0x0:0x428ee8e2971d8cdc,1",5.0,BLVD 63 is an excellent student luxury living! Staff are extremely helpful and the pool and other facilities are awesome! Highly recommend living here!,2 years ago
BLVD63,"https://www.google.com/search?q=BLVD63%20Apartments&ludocid=4796026713091706076#lrd=0x0:0x428ee8e2971d8cdc,1",4.0,I love the abundant amount of resources and good vibe at BLVD 63. They also like to get the whole community involved with the holidays and seasons by making challenges and events for the residents to attend.,2 years ago
BLVD63,"https://www.google.com/search?q=BLVD63%20Apartments&ludocid=4796026713091706076#lrd=0x0:0x428ee8e2971d8cdc,1",4.0,its fun i love it but we are young people and security wont even let us have small get togther with friends and kicks everyone out i wish also that the game room where open longer or at all times 10pm is two early!,2 years ago
BLVD63,"https://www.google.com/search?q=BLVD63%20Apartments&ludocid=4796026713091706076#lrd=0x0:0x428ee8e2971d8cdc,1",5.0,"The staff is super friendly, location is a bit far from walking but most of the times the shuttle service is great, the place itself is like a resort, doesn´t feel like studying, more like vacation.",2 years ago
BLVD63,"https://www.google.com/search?q=BLVD63%20Apartments&ludocid=4796026713091706076#lrd=0x0:0x428ee8e2971d8cdc,1",5.0,"This is by far the Coolest place to live around SDSU!The twos pools and the hot tub, the gym, the shuttles and all the amenities make it really comfortable.",2 years ago
BLVD63,"https://www.google.com/search?q=BLVD63%20Apartments&ludocid=4796026713091706076#lrd=0x0:0x428ee8e2971d8cdc,1",4.0,"A fantastic community, great for student living. It has wonderful amenities including washer dryer in unit (no need for quarters), cable TV (with HBO), shuttles to campus, helpful staff, pools, games, and activities for all.",2 years ago
BLVD63,"https://www.google.com/search?q=BLVD63%20Apartments&ludocid=4796026713091706076#lrd=0x0:0x428ee8e2971d8cdc,1",4.0,"I feel very comfortable at BLVD63. Nice place to live. Club house, gym, pool and study rooms…",2 years ago
BLVD63,"https://www.google.com/search?q=BLVD63%20Apartments&ludocid=4796026713091706076#lrd=0x0:0x428ee8e2971d8cdc,1",4.0,"I love how it is close to the school and the apartment comes fully furnished. It's just like a mini hotel, the inside is very clean along with the kitchen and washers.",2 years ago
BLVD63,"https://www.google.com/search?q=BLVD63%20Apartments&ludocid=4796026713091706076#lrd=0x0:0x428ee8e2971d8cdc,1",5.0,"I really like the quality of living here at BLVD. The residents and staff are more than friendly, making this a great place to live. I would totally recommend this place to anyone.",2 years ago
BLVD63,"https://www.google.com/search?q=BLVD63%20Apartments&ludocid=4796026713091706076#lrd=0x0:0x428ee8e2971d8cdc,1",5.0,"LOVE this place. Pool and hot tub are awesome, staff is helpful and available and management is on top of things. Great location to SDSU and nearby VONS and ARCO so life is good.",2 years ago
BLVD63,"https://www.google.com/search?q=BLVD63%20Apartments&ludocid=4796026713091706076#lrd=0x0:0x428ee8e2971d8cdc,1",5.0,Love BLVD 63!,8 months ago
BLVD63,"https://www.google.com/search?q=BLVD63%20Apartments&ludocid=4796026713091706076#lrd=0x0:0x428ee8e2971d8cdc,1",5.0,"super chill to live in this resort. the pool is nice, the rooms are nice, even the grass is nice.",2 years ago
BLVD63,"https://www.google.com/search?q=BLVD63%20Apartments&ludocid=4796026713091706076#lrd=0x0:0x428ee8e2971d8cdc,1",5.0,I have never made a better living decision than deciding to live here. The staff is amazing and the amenities are outstanding.,2 years ago
BLVD63,"https://www.google.com/search?q=BLVD63%20Apartments&ludocid=4796026713091706076#lrd=0x0:0x428ee8e2971d8cdc,1",1.0,Place sucks fat dick.,10 months ago
BLVD63,"https://www.google.com/search?q=BLVD63%20Apartments&ludocid=4796026713091706076#lrd=0x0:0x428ee8e2971d8cdc,1",4.0,everything is very nice with lots of ammenities,2 years ago
BLVD63,"https://www.google.com/search?q=BLVD63%20Apartments&ludocid=4796026713091706076#lrd=0x0:0x428ee8e2971d8cdc,1",5.0,"I love blvd63, it's a great community",2 years ago
BLVD63,"https://www.google.com/search?q=BLVD63%20Apartments&ludocid=4796026713091706076#lrd=0x0:0x428ee8e2971d8cdc,1",4.0,"an upscale, great apartment community.",2 years ago
BLVD63,"https://www.google.com/search?q=BLVD63%20Apartments&ludocid=4796026713091706076#lrd=0x0:0x428ee8e2971d8cdc,1",5.0,love love love!,2 years ago
BLVD63,"https://www.google.com/search?q=BLVD63%20Apartments&ludocid=4796026713091706076#lrd=0x0:0x428ee8e2971d8cdc,1",5.0,Awesome,2 years ago
BLVD63,"https://www.google.com/search?q=BLVD63%20Apartments&ludocid=4796026713091706076#lrd=0x0:0x428ee8e2971d8cdc,1",5.0,Wow!!,a year ago
BLVD63,"https://www.google.com/search?q=BLVD63%20Apartments&ludocid=4796026713091706076#lrd=0x0:0x428ee8e2971d8cdc,1",5.0,Great!!!!,2 years ago
BLVD63,"https://www.google.com/search?q=BLVD63%20Apartments&ludocid=4796026713091706076#lrd=0x0:0x428ee8e2971d8cdc,1",5.0,,6 months ago
BLVD63,"https://www.google.com/search?q=BLVD63%20Apartments&ludocid=4796026713091706076#lrd=0x0:0x428ee8e2971d8cdc,1",1.0,,9 months ago
BLVD63,"https://www.google.com/search?q=BLVD63%20Apartments&ludocid=4796026713091706076#lrd=0x0:0x428ee8e2971d8cdc,1",4.0,,a year ago
BLVD63,"https://www.google.com/search?q=BLVD63%20Apartments&ludocid=4796026713091706076#lrd=0x0:0x428ee8e2971d8cdc,1",5.0,,a year ago
BLVD63,"https://www.google.com/search?q=BLVD63%20Apartments&ludocid=4796026713091706076#lrd=0x0:0x428ee8e2971d8cdc,1",5.0,,a year ago
BLVD63,"https://www.google.com/search?q=BLVD63%20Apartments&ludocid=4796026713091706076#lrd=0x0:0x428ee8e2971d8cdc,1",4.0,,a year ago
BLVD63,"https://www.google.com/search?q=BLVD63%20Apartments&ludocid=4796026713091706076#lrd=0x0:0x428ee8e2971d8cdc,1",3.0,,a year ago
BLVD63,"https://www.google.com/search?q=BLVD63%20Apartments&ludocid=4796026713091706076#lrd=0x0:0x428ee8e2971d8cdc,1",5.0,,a year ago
BLVD63,"https://www.google.com/search?q=BLVD63%20Apartments&ludocid=4796026713091706076#lrd=0x0:0x428ee8e2971d8cdc,1",5.0,,a year ago
BLVD63,"https://www.google.com/search?q=BLVD63%20Apartments&ludocid=4796026713091706076#lrd=0x0:0x428ee8e2971d8cdc,1",5.0,,2 years ago
BLVD63,"https://www.google.com/search?q=BLVD63%20Apartments&ludocid=4796026713091706076#lrd=0x0:0x428ee8e2971d8cdc,1",3.0,,2 years ago
BLVD63,"https://www.google.com/search?q=BLVD63%20Apartments&ludocid=4796026713091706076#lrd=0x0:0x428ee8e2971d8cdc,1",1.0,,5 months ago
Crest at Pearl,"https://www.google.com/search?q=Crest+at+Pearl&oq=Crest+at+Pearl&aqs=chrome..69i57j0l5.840j0j4&sourceid=chrome&ie=UTF-8#lrd=0x8644b578073cb2ef:0x3ed073bdee1d9e85,1,",2.0,I'll start with the positives. The staff is super friendly and helpful. Maintenance requests are resolved within a day or two. The place looks cool.,10 months ago
Crest at Pearl,"https://www.google.com/search?q=Crest+at+Pearl&oq=Crest+at+Pearl&aqs=chrome..69i57j0l5.840j0j4&sourceid=chrome&ie=UTF-8#lrd=0x8644b578073cb2ef:0x3ed073bdee1d9e85,1,",2.0,"Pros: Decent-ish location, good gym facilities, good AC, hot water, good free wifi.",4 months ago
Crest at Pearl,"https://www.google.com/search?q=Crest+at+Pearl&oq=Crest+at+Pearl&aqs=chrome..69i57j0l5.840j0j4&sourceid=chrome&ie=UTF-8#lrd=0x8644b578073cb2ef:0x3ed073bdee1d9e85,1,",3.0,Great location. Right next to UT and The Drag. The rooms are pretty nice. My complaints would be the thin walls and the lack of windows in our rooms.,7 months ago
Crest at Pearl,"https://www.google.com/search?q=Crest+at+Pearl&oq=Crest+at+Pearl&aqs=chrome..69i57j0l5.840j0j4&sourceid=chrome&ie=UTF-8#lrd=0x8644b578073cb2ef:0x3ed073bdee1d9e85,1,",1.0,"The place is simply commercialized, they charge you for everything and anything :@",6 months ago
Crest at Pearl,"https://www.google.com/search?q=Crest+at+Pearl&oq=Crest+at+Pearl&aqs=chrome..69i57j0l5.840j0j4&sourceid=chrome&ie=UTF-8#lrd=0x8644b578073cb2ef:0x3ed073bdee1d9e85,1,",1.0,"It is obvious that this building was built in a haste, for there are a lot of issues with the building itself. In short, this building has many problems. For example, some problems i have had with my 5th floor room is that there are multiple of cracks in the ceiling due to some pipe issues, and at times even resulted in leaks in my room. My roommates have had similar problems, and the guy next to me has a huge hole in his wall resulting from leakages that was never dealt with. Also, the walls here are very thin, and a lot of the appliances given to us have issues. What attracted me to this place was the reasonable cost and the fact that it was new. But when you live here for less then a month, you realize that the contractors took a lot of short cuts in order to build it as fast as they did. Furthermore, the elevators are always broken and they never fix it in a timely manner. All in all, i would not recommend staying here, and WOULD STRONGLY RECOMMEND that you find somewhere else to live, for there are far too many problems that me, my roommates, and multiple of friends that live in this complex have dealt with. TRUST ME, IT IS NOT WORTH THE HASSLE!",a year ago
Crest at Pearl,"https://www.google.com/search?q=Crest+at+Pearl&oq=Crest+at+Pearl&aqs=chrome..69i57j0l5.840j0j4&sourceid=chrome&ie=UTF-8#lrd=0x8644b578073cb2ef:0x3ed073bdee1d9e85,1,",1.0,"TL;DR: Don't waste your money on this underwhelming, terribly managed place          This apartment complex is one of the newest in west campus, but don't let the somewhat impressive exterior fool you. This place was terribly built and maintenance is just as bad. On the inside it is already falling apart (paint is chipping off nearly all apartment doors, hallway walls are scuffed and bashed in, and the stairs are disgusting). There are only two elevators for the whole six story building and one is closed for a week every time it rains, because water drains from the first floor into the elevator shaft and fries the elevator. Their website says ""Picture Life at Pearl"". Well picture this: walking 8 flights of stairs from your car two floors underground to floor 6 everyday because there's no working elevator on your side of the building. Now that's what I call ""Epic Student Living"". Besides this the ""Elaborate Clubhouse"" is a joke. It's a pool table and two TVs that can't be adjusted along with six randomly placed chairs that are mostly facing the wall. While the room may look pleasant, it's basically useless, especially considering it is locked up at 5 PM daily.",a year ago
Crest at Pearl,"https://www.google.com/search?q=Crest+at+Pearl&oq=Crest+at+Pearl&aqs=chrome..69i57j0l5.840j0j4&sourceid=chrome&ie=UTF-8#lrd=0x8644b578073cb2ef:0x3ed073bdee1d9e85,1,",1.0,My daughter is a UT student and lives here. This place is ran by nineteen year olds that are not allowed to make decisions. They have blatantly failed time after time. When a problem arises good luck getting in touch with someone. There is a parent company that obviously could give a crap about what goes on unless the money isn't rolling in. Paper thin walls and nothing works is the norm. When a problem does arise the logic that is thrown at the solution or lack of it gives me panic towards the future of our country and also has me wondering what UT will crank out as the people running the show are students. I would look at alternatives before trying this place. I am just waiting for what comes my way when she moves out. I am sure they will accuse her of cracking the foundation and try and charge me 500K. When she leaves I will update this review.,a year ago
Crest at Pearl,"https://www.google.com/search?q=Crest+at+Pearl&oq=Crest+at+Pearl&aqs=chrome..69i57j0l5.840j0j4&sourceid=chrome&ie=UTF-8#lrd=0x8644b578073cb2ef:0x3ed073bdee1d9e85,1,",1.0,The apartment was built in hurry due to delay in construction deadline.,a year ago
Crest at Pearl,"https://www.google.com/search?q=Crest+at+Pearl&oq=Crest+at+Pearl&aqs=chrome..69i57j0l5.840j0j4&sourceid=chrome&ie=UTF-8#lrd=0x8644b578073cb2ef:0x3ed073bdee1d9e85,1,",4.0,All repairs and maintenance is taken care of quickly. Nice pool and outdoor patio area. The gym is lacking and underwhelming but it'll do. The apartment gives out food during finals and on holidays. Overall pretty great.,a year ago
Crest at Pearl,"https://www.google.com/search?q=Crest+at+Pearl&oq=Crest+at+Pearl&aqs=chrome..69i57j0l5.840j0j4&sourceid=chrome&ie=UTF-8#lrd=0x8644b578073cb2ef:0x3ed073bdee1d9e85,1,",5.0,"Pretty new building, friendly staff and super close to campus!",10 months ago
Crest at Pearl,"https://www.google.com/search?q=Crest+at+Pearl&oq=Crest+at+Pearl&aqs=chrome..69i57j0l5.840j0j4&sourceid=chrome&ie=UTF-8#lrd=0x8644b578073cb2ef:0x3ed073bdee1d9e85,1,",4.0,"I can't wait to live here, the facilities look great!",a year ago
Crest at Pearl,"https://www.google.com/search?q=Crest+at+Pearl&oq=Crest+at+Pearl&aqs=chrome..69i57j0l5.840j0j4&sourceid=chrome&ie=UTF-8#lrd=0x8644b578073cb2ef:0x3ed073bdee1d9e85,1,",5.0,Amazing house,2 years ago
Crest at Pearl,"https://www.google.com/search?q=Crest+at+Pearl&oq=Crest+at+Pearl&aqs=chrome..69i57j0l5.840j0j4&sourceid=chrome&ie=UTF-8#lrd=0x8644b578073cb2ef:0x3ed073bdee1d9e85,1,",1.0,,10 months ago
Crest at Pearl,"https://www.google.com/search?q=Crest+at+Pearl&oq=Crest+at+Pearl&aqs=chrome..69i57j0l5.840j0j4&sourceid=chrome&ie=UTF-8#lrd=0x8644b578073cb2ef:0x3ed073bdee1d9e85,1,",5.0,,a year ago
Forum at Statesboro,"https://www.google.com/search?q=Forum+at+Statesboro,+831+S+Main+St,+Statesboro,+GA+30458,+United+States&ludocid=8701990977880298621#lrd=0x88fa40c2b9fdcb21:0x78c3aeb07335947d,1",5.0,"Great job with everything; I just don't know what tiered rent is about.  I love the pool and hot tub. The leasing agents all have wonderful personalities and very helpful. It has been a peaceful place to live.  I haven't witnessed any loud parties going on.  I have seen security vehicles ride the property, while walking my dog, making sure there were no problems.  This made me feel more comfortable and safe walking in the late evening.",2 months ago
Forum at Statesboro,"https://www.google.com/search?q=Forum+at+Statesboro,+831+S+Main+St,+Statesboro,+GA+30458,+United+States&ludocid=8701990977880298621#lrd=0x88fa40c2b9fdcb21:0x78c3aeb07335947d,1",5.0,"Love having both my girls live here, the staff has been so nice and accommodating to all of us the past 3.5 years. The apt complex feels safe and is well lit. This mom is happy my girls live here. Highly recommend the Forum at Statesboro.",a week ago
Forum at Statesboro,"https://www.google.com/search?q=Forum+at+Statesboro,+831+S+Main+St,+Statesboro,+GA+30458,+United+States&ludocid=8701990977880298621#lrd=0x88fa40c2b9fdcb21:0x78c3aeb07335947d,1",4.0,"This apartment complex is one of the better communities in the Statesboro area. Although I've been through quite a lot with these people, including but not limited to being moved around apartments and having my cat sit in my car on move in day for three consecutive hours until the office figure out where to put me and possibly having my lease waived last minute, There have been many moments since all of the move in mishaps that have changed my perceptions of this place. Some of the office staff are amazingly helpful. Kaitlyn Is my fave! and on move in day she made so many accommodations and ran around for hours doing everything she could to help solve my issues. She continues to be amazing and helpful. Due to people like herself, I would definitely consider renewing here! If you sign here you will not regret it at all! In addition to amazing staff members, the apartments are clean, there are no problems with the air conditioning units, unlike other apartment complexes, and they have so many interesting giveaways, events, and do everything they can do engage their residents. Its truly a palace to be if you wan to live stress fee.",3 months ago
Forum at Statesboro,"https://www.google.com/search?q=Forum+at+Statesboro,+831+S+Main+St,+Statesboro,+GA+30458,+United+States&ludocid=8701990977880298621#lrd=0x88fa40c2b9fdcb21:0x78c3aeb07335947d,1",5.0,"The forum is a comfortable, safe place to live.  It is a quiet, friendly environment and close enough to the Georgia Southern campus to walk.  It has very nice amenities available to all residents and their guests.  The staff also puts together fun parties every few months!  Definitely a great place to spend your college years!",3 months ago
Forum at Statesboro,"https://www.google.com/search?q=Forum+at+Statesboro,+831+S+Main+St,+Statesboro,+GA+30458,+United+States&ludocid=8701990977880298621#lrd=0x88fa40c2b9fdcb21:0x78c3aeb07335947d,1",5.0,This apartment complex is amazing! The customer service is great. They are very down to Earth. I love the hardwood and amenities that they offer. They throw awesome parties too! They are very flexible and they are willing to cater to your needs.,3 months ago
Forum at Statesboro,"https://www.google.com/search?q=Forum+at+Statesboro,+831+S+Main+St,+Statesboro,+GA+30458,+United+States&ludocid=8701990977880298621#lrd=0x88fa40c2b9fdcb21:0x78c3aeb07335947d,1",5.0,"I absolutely love it here! I love the bathrooms, rooms, the fact that it has no carpet! My only complaint would be the kitchen is a little small (for people like me who like to cook) and overall, the place could be a little bit bigger. (we have 2 dogs in a 2 bedroom) The dog park is awesome with so many friendly people, and the staff make you feel welcomed and at home! Maintenance is awesome!",3 months ago
Forum at Statesboro,"https://www.google.com/search?q=Forum+at+Statesboro,+831+S+Main+St,+Statesboro,+GA+30458,+United+States&ludocid=8701990977880298621#lrd=0x88fa40c2b9fdcb21:0x78c3aeb07335947d,1",5.0,My experience thus far has been great! Awesome staff and management. There were a few minor issues that I merged into while currently living here but Management took great care of me and my friends urgently. Bianca has taken care of me many times as well and I greatly appreciate the excellent Customer service.,3 months ago
Forum at Statesboro,"https://www.google.com/search?q=Forum+at+Statesboro,+831+S+Main+St,+Statesboro,+GA+30458,+United+States&ludocid=8701990977880298621#lrd=0x88fa40c2b9fdcb21:0x78c3aeb07335947d,1",5.0,"The Forum. What can I say. The experience is like the Cubs just won the World Series. I swear the staff wakes up every morning and pisses excellence. They're so polite it's uncanny. It's like living in the Buckingham Palace, they cater to your every need. I feel like the president walking around here always feeling safe. I seriously think they could block a meteor shower from everyone who lives there. I don't see why anyone shouldn't live here unless they don't like feeling safe, waking up excellent in the morning, and being treated like a king or queen.",3 months ago
Forum at Statesboro,"https://www.google.com/search?q=Forum+at+Statesboro,+831+S+Main+St,+Statesboro,+GA+30458,+United+States&ludocid=8701990977880298621#lrd=0x88fa40c2b9fdcb21:0x78c3aeb07335947d,1",5.0,I moved from a different apartment complex to The Forum in August and my experience has been nothing but positive and outstanding. The employees are exceptional and easy to communicate with and help with any problems you may have. The maintenance crew is bar none the best I've ever had to deal with. I put in 3 work orders and within an hour they had come and fixed the problems.  Living accommodations are great and very convenient to campus. Highly recommend!,3 months ago
Forum at Statesboro,"https://www.google.com/search?q=Forum+at+Statesboro,+831+S+Main+St,+Statesboro,+GA+30458,+United+States&ludocid=8701990977880298621#lrd=0x88fa40c2b9fdcb21:0x78c3aeb07335947d,1",5.0,"I have had a great experience with the Forum. The apartments and amenities are always kept clean and in good repair. The CA's were all very helpful, respectful, and considerate of their resident's concerns. Zach has been very helpful in answering any questions that I have had. I will continue to recommend the Forum to any of my friends in search of a great community to live in.",3 months ago
Forum at Statesboro,"https://www.google.com/search?q=Forum+at+Statesboro,+831+S+Main+St,+Statesboro,+GA+30458,+United+States&ludocid=8701990977880298621#lrd=0x88fa40c2b9fdcb21:0x78c3aeb07335947d,1",5.0,I've been living here for almost two years now and I LOVE IT! I especially love the friendly staff. Bianca is one of the sweetest people there! I absolutely love seeing  her friendly smile and personality every time I walk into the office! FORUM-STATEBORO ROCKS!,3 months ago
Forum at Statesboro,"https://www.google.com/search?q=Forum+at+Statesboro,+831+S+Main+St,+Statesboro,+GA+30458,+United+States&ludocid=8701990977880298621#lrd=0x88fa40c2b9fdcb21:0x78c3aeb07335947d,1",4.0,"The Forum staff are very friendly and approachable.  They will deal with any issue that arises and help within their power to do so.   Though, the entire year living at the Forum I have never had an issue.  It is a great choice for a college student.",3 months ago
Forum at Statesboro,"https://www.google.com/search?q=Forum+at+Statesboro,+831+S+Main+St,+Statesboro,+GA+30458,+United+States&ludocid=8701990977880298621#lrd=0x88fa40c2b9fdcb21:0x78c3aeb07335947d,1",5.0,"Customer service is excellent at Forum. Bianca in the front office is great and is always very helpful and informative and if she can't answer a question when you ask she'll find out and get back to you asap.She made signing and moving in very quick and as easy as possible and I was even able to move in early.  Overall, I have had a very positive experience living at the forum.",3 months ago
Forum at Statesboro,"https://www.google.com/search?q=Forum+at+Statesboro,+831+S+Main+St,+Statesboro,+GA+30458,+United+States&ludocid=8701990977880298621#lrd=0x88fa40c2b9fdcb21:0x78c3aeb07335947d,1",5.0,"The only place in Statesboro I've even considered renewing at. The apartment was clean when I moved in, maintenance requests are filled super fast, and the office staff is super friendly. Also, the text messaging service makes it really easy to stay updated with everything going on. Love it here!",3 months ago
Forum at Statesboro,"https://www.google.com/search?q=Forum+at+Statesboro,+831+S+Main+St,+Statesboro,+GA+30458,+United+States&ludocid=8701990977880298621#lrd=0x88fa40c2b9fdcb21:0x78c3aeb07335947d,1",5.0,Great amenities and love the events that are hosted by the Forum. The office folks are always very friendly and helpful especially Kellsie. It's such a friendly and fun environment and close to school.,3 months ago
Forum at Statesboro,"https://www.google.com/search?q=Forum+at+Statesboro,+831+S+Main+St,+Statesboro,+GA+30458,+United+States&ludocid=8701990977880298621#lrd=0x88fa40c2b9fdcb21:0x78c3aeb07335947d,1",5.0,By far the best experience I have ever had with student housing. The staff are always very interactive and can tell they really care about their residents. Angie Mercurio and Terence Harper are TOP NOTCH! They have really made my stay here very enjoyable. The amenities were awesome and always fun things to do around the complex. Highly recommended for anyone looking for a place to stay while at GSU!,3 months ago
Forum at Statesboro,"https://www.google.com/search?q=Forum+at+Statesboro,+831+S+Main+St,+Statesboro,+GA+30458,+United+States&ludocid=8701990977880298621#lrd=0x88fa40c2b9fdcb21:0x78c3aeb07335947d,1",5.0,"The Forum is great, I love the environment and the apartment layouts. I have enjoyed living here and the staff is great, their friendly and helpful all the time. My favorite staff member is Zach, he is always the first person I go to for help!",3 months ago
Forum at Statesboro,"https://www.google.com/search?q=Forum+at+Statesboro,+831+S+Main+St,+Statesboro,+GA+30458,+United+States&ludocid=8701990977880298621#lrd=0x88fa40c2b9fdcb21:0x78c3aeb07335947d,1",4.0,Relatively quiet neighborhood that is conveniently in walking distance to campus. Front desk staff and maintenance are very friendly and great at handling issues quickly. Cool amenities.,3 months ago
