PropertyName,link,rating,review,date,reviewer
The U-Davis,https://www.yelp.com/biz/the-u-apartments-davis,1.0,"Shady place. Gave bak only 100 out of 600 of deposit without any detailed listing of where the money went. Everything (computer room, gym, pull) cannot be used because of the construction. No compensate was made. Nothing followed the contract and they always have something to say. Highly not recommend.",2015-06-27,Edmond D.
The U-Davis,https://www.yelp.com/biz/the-u-apartments-davis,1.0,"Warning do not live here. They do a horrendous job of taking care of these below average apartment complexes. When me and my roommate from the dorms first came to look at the U we were impressed by the model home and the friendly staff. We signed our lease and that was the last moment we would be happy. Apartment initially had a fair amount of black mold and even after they did a wimpy job of cleaning, it grew back twice as worse. My happiest day as a resident of the U was when we found out we could get out of our lease early. Wow what a dump, no one should ever call this place home. Also a health inspector should really be called to deal with these criminals.",2015-05-14,Bilbo B.
The U-Davis,https://www.yelp.com/biz/the-u-apartments-davis,3.0,"I have lived here for almost one year. Overall it's a good place. BUT, I CANNOT stand the poor broadband network anymore!!!! Yes, it's free, but at night, especially starting from 6pm till 12pm, i'm tortured by staring at the little rotating circle and waiting website loading!!!!!",2015-02-27,Chuck L.
Villas on Guadalupe,https://www.yelp.com/biz/villas-on-guadalupe-austin,5.0,"Spent the summer at Villas as a foreign student with a few friends from Dublin, Ireland. The staff are a great bunch always willing to help or sort out any problem. Special mention to Joey, Amy & my future wife Heather in looking after our every need. 

The location is ideal for anyone thinking of attending UT. I'm a bit surprised by some of the reviews on here it's student accomadation not the Intercontinental Hotel. The WiFi was great, the pool gets the sun most of the day and is great for chilling out during the day & meeting new people. In terms of the rooms you can make it into whatever you want and the kitchen appliances have all been upgraded to a better level (although I would reccommend not cooking & eating WhatABurger across the road) The majority of the residents I met seemed happy with Villas.

My only complaint was the rooms themselves don't get an awful lot of light where we were situated but we used electricity to create the light (I'm smart like that). Also very pet friendly if your into that sort of thing.",2016-09-01,Ryan O.
Villas on Guadalupe,https://www.yelp.com/biz/villas-on-guadalupe-austin,1.0,"don't live here. They nickel and dime you on everything. I'll log on halfway through the month after I've paid my rent and there are random ""convenience fees"". On top of that, whenever I leave a bad review on a website, i get a call from manager making me feel guilty about leaving a bad review. They'll probably call me about this one too because they are that petty and incompetent. The management is awful and the apartments are NOT worth the price. Save yourself the trouble and do not live here. 

Also I've had a broken window for months and I've left multiple service requests and they've done nothing. I think they are waiting til I move out so they can take it out of my deposit even though it was in no way my fault. I have an attorney and I'm willing to fight them on this. 


Update: they have finally said they will have my window fixed but they've told me that before 8 months ago, so who knows if that'll happen. Additionally, it has now been made obvious that the only way to get them to do anything is to make either their Yelp or Google review ratings go down.",2016-12-15,Ryan L.
Villas on Guadalupe,https://www.yelp.com/biz/villas-on-guadalupe-austin,1.0,"This is the WORST place to live in Austin. The showed me a model apartment and on move in day the apartment they gave me was completely different. The apartment was filthy, there were grease stains in the kitchen, the bathrooms were disgusting. My roommate and I spent 3 days cleaning the floors because they were so dirty. I lived there for 3 years because it was convenient. When I moved out I triple checked with the girl at the leasing office if I owed them anything she said just the water bill for that month. 7 months after I get a nasty e-mail from Greystar asking what I wanted to do about my outstanding balance of $875, that if I didn't pay it soon they were going to send the full amount to collection. I disputed it and went to the apartment complex and they told me they would revise the account. Turns out I owed them $87 for water and clean up fees, I sent them a check and thought this was done. Almost 6 months have passed and my credit score shows a seriously delinquent account with Villas on Guadalupe for $875  since February, when they first notified me of the ""balance"". DO NOT LIVE HERE!!!!!!!!!",2016-10-01,Victoria R.
Villas on Guadalupe,https://www.yelp.com/biz/villas-on-guadalupe-austin,1.0,"I'm coming back to write this review a year and half later because the incompetence of the villas continues to haunt me. While trying to move into a new apartment, the villas stated on my past rental history that I owed them money. Except I dont. I paid their collections bill in full. They never updated thier records. Do not live here.  While the proximity to campus and the parties is great, and the pools nice, this place will screw up your adult life. Please take my advice and run far from here.",2016-04-06,Shibi R.
Villas on Guadalupe,https://www.yelp.com/biz/villas-on-guadalupe-austin,2.0,"Main grievance is that it's student run. All problems stem from there.

I wish I had gotten more information when moving in. Where the trash goes, how to print, how Internet works, etc. Also things break pretty often but maintenance takes care of it pretty quickly. Appliances aren't energy-efficient; they create a lot of heat. Also, my bike might have been STOLEN in the parking garage! I'm still not sure.",2015-09-27,Crystal H.
Villas on Guadalupe,https://www.yelp.com/biz/villas-on-guadalupe-austin,5.0,"I chose Villas because it's close to the side of campus that I find myself on most of the time (near the communication school). I love that I can walk to class instead of trying to catch a bus or drive and find parking. I also like the layout of my apartment. There is plenty of room in all areas (bedroom, bathroom, kitchen, living room, dining area) and I even have a nice little balcony.",2015-12-09,Emily H.
Villas on Guadalupe,https://www.yelp.com/biz/villas-on-guadalupe-austin,1.0,FYI read your lease agreement very carefully.   They note that they  can make you move to another apartment within the same complex with a 4 day notice.  For any reason!  When they do this they will put you in a shit hole.,2015-03-14,Sherry M.
Villas on Guadalupe,https://www.yelp.com/biz/villas-on-guadalupe-austin,1.0,"DO NOT LIVE HERE. 

I lived here for 2 years purely for convenience. I went to the Communications School and it was just 2 blocks away. This was the ONLY thing I liked about The Villas. The amenities mentioned were NEVER working when I wanted them to. The ""free"" printer was a very small standard printer for the entire complex that was out of ink or not working more often than it was, although the office staff had a great, functioning commercial printer. The hot tub was not HOT until the last 4 months of my two years living here. Several of my friends had their cars broken into the secure lot. Worse yet, the internet in the evening around midterms and finals was unbearably slow and several nights I had to leave to find a place that was open late at night and offered free wifi. 

Aside from the amenities that seldom worked, my least favorite part of the day-to-day living at The Villas was the nasty, nasty floors. Each unit has tile which is almost impossible to keep clean because the outdoor/indoor hallways that lead to the garage are dirty dirty dirty. Even after mopping, I couldn't ever walk around my house with my shoes off aside from in the carpeted bedroom. 

Basically... I was jealous of my friends that lived at The Block, Texan Pearl, even the cheaper west campus options like Jwest.",2014-10-02,Shelby S.
Villas on Guadalupe,https://www.yelp.com/biz/villas-on-guadalupe-austin,1.0,"Unfortunately, this place isn't worth it. Machines in the gym are broken, weights missing, the maintenance staff is rude and quite frankly useless. There was a running joke in my apartment that they didn't fix anything, they just changed the problem. The staff is pretty shitty. Some of the hires are friendly and helpful, but others are plainly not. There was even an issue with leasing contracts getting signatures forged last semester... wtf?

The interior looks nice, but won't hold a/c so expect to spend a fortune on electricity. Hot tub didn't work in the winter, couldn't use the pool in the summer because of the paint job, so I don't know why I paid for it. They screw you with ridiculously high costs on move-out ($140/person for a routine painting before the next customers move in).

You can have good parties there I guess?? Surprisingly quiet for a west campus apartment in spite of all the parties. Expect to see the aftermath of a good party wherever you go though. Rank barf, beer cans, broken eggs, just all-in-all random junk. Basically you don't get whatever you pay for. You pay for people to do their jobs but for some reason they can't. From what I've heard you could go to any of the other west campus complexes and at least expect people that can do their jobs.

Also, CONSTANT problems with the wifi. Pretty terrible problem for a student apartment, eh?",2014-09-21,Rush E.
Villas on Guadalupe,https://www.yelp.com/biz/villas-on-guadalupe-austin,1.0,"If  I could give this place negative stars, I would. 

The most problems I have EVER had with an apartment complex.

Don't believe them and record EVERYTHING. I mean from the moment you walk in to your apartment, have one of the staff walk in with you as you RECORD what the apartment looks like. I was told my carpet would be BRAND new when I moved in and that was a huge lie. I think frat guys lived in my complex because it seemed there were beer/throw up stains all over the place.  

The place is loud, they don't really care about security. My friend had someone knock on her door at 3am who turned out to be a serial killer on the loose. 

And trust me, this people will try to get all they money they can out of you. 
When I left my apartment, a year later I received call from a collection agency saying I owed money because I left my apartment dirty. It's funny because I spent two days making sure the place was spotless, even steam cleaning the carpet because I knew they would try and blame me from the previous tenants. 

Well, I call to see what mysterious findings they found after I moved out. They claimed I had trash bags, food in the fridge, in the cabinets, hangers, and PHONEBOOKS lying around. This is how I knew something was absolutely wrong, I haven't owned seem a phonebook since I was seven. I knew this couldn't be my apartment so it dawned on me which apartment number they had me at ..and it was a completely wrong apartment number, and to top it off they say I switched apartment mid year! It is pathetic the lies they throw! 

Keep in mind this is their fault and it is on my credit record. I call the next day and surprisingly all the managers are busy. I have called 6-7 times and every time the manager seems to be super swamped and they ask that I call back at a better time. What kind of business is this? I have to keep calling to maybe be lucky enough to find them on a day they want to sort this out? 

FINALLY I get a hold of someone, and when I do they say they can't do anything about it and they I SHOULD call the collection agency to figure it out. Something that is not MY FAULT, but THEIR FAULT and I have to be the one to fix it? 

Seriously guys, save yourself the headaches and the credit harm and go somewhere else. I have never written a review but they are screwing with my credit, my ability to purchase a house and yet they will do nothing about it. 

I am sure there is a legal option for me and I wanted to take care of this the civil manner but since it seems they are unwilling to comply, I will make them face their mistakes. 

Don't do it, don't live here.",2014-05-06,Beep B.
Villas on Guadalupe,https://www.yelp.com/biz/villas-on-guadalupe-austin,4.0,"Very nice amenities, always clean. Good service whenever needed, fast and efficient! The community activities organized by the office are always a nice plus!",2015-05-14,Rodrigo B.
Villas on Guadalupe,https://www.yelp.com/biz/villas-on-guadalupe-austin,3.0,"As far as west campus housing goes the Villas is a solid option. I lived there last year and had few complaints. They do have a lot of resident friendly activities and services such as a game room, small work out room with free weights, and also had a pretty fun casino night. I'd say they're on point when it comes to repairs, we had 3 different occasions we had to get something fixed over the year and they were prompt in doing so each time. 

When it comes to West Campus space and choices are relatively limited due to proximity to campus and overall location. Its not a bad walk from campus at all and whatabuger is right across the street so thats nice too",2012-06-13,Jacob W.
Villas on Guadalupe,https://www.yelp.com/biz/villas-on-guadalupe-austin,4.0,"I just skimmed over some of the last comments, and realized that, yes every complaint is valid but every complaint can really be applied to any West Campus (and Riverside, and Far West, and even SoCo) apartment complexes. 

This is my third year living here. And no, it's not like I'm some die-hard fan of the Villas. In fact, I've had my fair share of complaints (come on, Fiji, I swear some of y'all have built in megaphones). Basically, I've been out of the country every move-out date, so staying put seemed the easiest option.

Yes, it's loud. Yes, there are parties (join em!). Yes, the wifi can be faster. No, I wouldn't touch the hot-tub with a 10 foot pole. 

But the staff is so awesome. They fulfill maintenance requests within a day. They'll answer all of your questions without hesitation. They'll do random free breakfasts, free hot dog days, and on exam week, they'll deliver little care packages to your door with snacks. And the annual crawfish broils? I've heard some people move in just for those. I think they had about 600lbs of crawfish for the last party. Bad-friggin-ass.

Look, if you're looking at these reviews, you're probably an undergrad looking for a very polished, friendly-staffed, clean, inexpensive, relatively quiet, large apartment within a block walking distance of campus. Truth is, you won't find it. But this is pretty much the closest you can get.",2012-06-14,Lynne L.
Villas on Guadalupe,https://www.yelp.com/biz/villas-on-guadalupe-austin,4.0,"Honestly, the Villas has
- great amenities: free Wi-Fi (not slow), free coffee machine, business office w/free printing & comp access, pool (24 hrs), great back-to-school free stuff
- good maintenance: it's not PERFECT but it can be compared to the maintenance that is provided at the UT dorms. They take care of things timely and during move-in it's a little slow but that's to be expected.
- some noise level: it's West Campus, and I haven't had any trouble yet with any heavy noises (but I have also lived in Whitis Court the year they had construction on BMC so I'm not affected that easily)
- friendly staff: it sounds like it depends on the staff team that is here when you live here but I've only had friendly and helpful staff encounters
- stove, microwave, dishwasher, washer & dryer included in one complex 
- sketchy elevator but works nevertheless
- guest parking on roof of garage for up to 3 days
- they throw a lot of activities like a crawfish broil and finals goodie bags

I'm sharing a room with my roommate so it's ~$447 a month. We share the complex with a girl in another room and someone living in the loft. Loft prices are are $400-500 but single rooms run starting around $800. I would suggest doubling up in a room because that is more economic and makes the amenities worth it and I'm willing to overlook tiny things like a few ants behind the stove.

I like it so far and I've spent a week here but I'll update on any changes.",2013-08-22,Gloria C.
Villas on Guadalupe,https://www.yelp.com/biz/villas-on-guadalupe-austin,2.0,"pros
-the building has new appliances
-has nice fittness facility

cons
-pool is always infested with frat kids who scream at the top of their lungs
-the walls are as thin as paper, and you can hear all your neighbors business
-the staff is very unfriendly.... their accountant can't do math....let alone charge the right person the correct amount of rent
-very expensive

save your self your time and money.  you can rent somewhere better for the same price.",2011-07-22,Denise H.
Villas on Guadalupe,https://www.yelp.com/biz/villas-on-guadalupe-austin,3.0,"WOOO HOOO!  New property owners/management company.  All the broken things are finally starting to be fixed.  New fire alarms, cleaner common area (including the pool and hot tub), cheaper rent (now they guarantee that you will pay the lowest rent amount), they added more people to the cleaning and maintenance staff, and the new management staff is MUCH friendlier/helpful.",2009-03-20,Genevieve T.
The Venue on Guadalupe,https://www.yelp.com/biz/the-venue-on-guadalupe-apartments-austin?osq=venue+at+guadalupe,4.0,"After reading so many negative reviews of The Venue, I noticed that many were older posts from 2011-13.  While I realize that many points are valid, we have found it a good spot for our son.  He moved in last year as a sophomore.  He did double-up in 2-bedroom unit and liked it so much that he renewed for junior year.  We missed the ""early bird specials"" last year so we have already resigned for his senior year.  The convenience of not having to move out for 2 weeks in July is a huge plus.  There were some minor cleaning issues when he first moved in but those were quickly resolved.  After reading so many horror stories from other Texas Parents, I feel we have a good situation.  The location is convenient and the units are spacious and modern.  Sharing a bedroom is a great way of reducing costs and yet the size is plenty large for 2 people.  We leased furniture and have been pleased with the quality/style/value.  The kitchen is plenty big and updated for guys to do basic meal prep.  Having a full sized washer and dryer in the unit is a very convenient feature! The parking garage does have small, tight spaces, but we were able to get assigned an more accessible spot when we renewed.  Elevators are out occasionally, but my son has never complained.  The front office staff is young and inexperienced but we have made connections now with one person in particular which assures our concerns are handled quickly and satisfactorily.  The online portal for rent payment is a convenient feature, but you do need to monitor it regularly for accuracy.  Overall, I do not feel this property deserves such negative ratings.  It goes to show that most people are more likely to document complaints than to tout positives.  If you are looking for safe, convenient, ""affordable"" (relatively speaking!), comfortable rental unit near campus, I can highly recommend The Venue.  Getting nicer, newer quality, will cost at least 2x what we pay per month.",2016-10-29,Bryan H.
The Venue on Guadalupe,https://www.yelp.com/biz/the-venue-on-guadalupe-apartments-austin?osq=venue+at+guadalupe,1.0,"Don't let this be that one Yelp review that you force yourself to ignore because of how enchanted you were by your visit. I spent years at The Venue--for the convenience while going to grad school--and I still cringe thinking about it.

While The Venue isn't the worst apartment complex in the world, it's absolutely not worth the rent.

It's the type of place that cleans the property for a single month, just long enough to get a few people to sign an overpriced lease, then immediately jumps right into months of pure neglect, investing all resources into spamming its residents into renewing with referral prizes and ""early bird specials"" where your rent goes up by ONLY $300/month.

All of the key management and staff is located in the sister property, The Villas. They'll sell that to you like it's a perk, and tell you that you ""have access to all The Villas amenities,"" but you have no more access than any rando walking the street. With that said, they DO NOT care about The Venue property.

While there are a few nice employees who obviously have no control over the problems, many of the main people in charge lack any form of respect. They seem to assume that every resident is 17 years old, and you're sure to get tired of patronizing tones and power trips very quickly.

The little patch of grass that the entire property is forced to take their pets out to (unless you favor the park nearby) is seldom mowed and absolutely ridden with dog feces. Assuming most people were too afraid to walk through a field of ""land mines,"" I asked the management (twice) to move the doggie bag dispenser closer for easier access, but nothing ever happened.

The gym isn't just small, it's completely ignored. You don't realize how bad it is until you actually use it. ALL of the rusty, nasty equipment has sat broken for over TWO YEARS: the elliptical has a broken arm that is always either missing or dangling, one of the two treadmills sticks, the resistance machine sticks on both sides and has a missing handle, none of the 3 benches lie flat, none of the TVs work correctly.

The elevators are broken about every other week, and sometimes remain broken for weeks at a time. The garbage chutes are often stopped up and overflowing, there's sometimes vomit in the halls and/or urine in the staircase, and the garage (where you pay $85/month for parking) is poorly regulated and chock full of spots that most cars won't ever be able to fit in. 

Maintenance is so straight-up lazy that it's almost laughable. Half the time, they would mark off work orders as complete that they did not even address -- it happened so many times that I just gave up on some things being fixed and prayed for my lease to end. For some ""emergency maintenance"" calls, they would say they were coming and never would.

Whatever the case, make sure you RECORD every single maintenance phone call you make, because management tried to convince me that they could possibly charge me for my CEILING bubbling up with water-- my upstairs neighbor's fault -- because even though the maintenance guy walked into my apartment after an emergency phone call and looked at it - the work order (and apparently my neighbor's mistake) ""was not logged onto the computer"" and ""phone calls don't count."" 

Of course, there's also the classic: ""Afraid that's mold? We'll throw some paint on it.""

***And a warning for everyone moving out: after reading so many horrid reviews on Yelp, I called Greystar ""just in case"" to see if I had any unpaid balance. I DID. Even though The Venue pesters you for a forwarding address when you move out, they never sent the bill to my new apartment. 

Just stay away.",2015-10-03,Michael G.
The Venue on Guadalupe,https://www.yelp.com/biz/the-venue-on-guadalupe-apartments-austin?osq=venue+at+guadalupe,1.0,"DO NOT sign a lease here. I am begging you!
They'll take you on a little tour and show you how lovely the place is. The units are nice, they have great amenities and a perfect location but it is not worth the money you will be paying every month. There are apartments across the street that are just as nice but they are almost $200 less! I feel like I'm getting robbed every month. I'm not sure of what they're doing with all that money. They're certainly not using it to maintain the apartments that have thin wall & broken appliances. Now that I think about it, I think they used a lot of it to update the leasing office. So sad.

In addition to that, the management is HORRIBLE. Once you sign that lease all that love and affection disappears and all they want is the money. If something is not working out, instead of trying to fix the problem they will say how great the place is compared to other apartments in West Campus. They don't communicate with one another and half of them don't know how to do their job. They are actually kind of mean. It's so sad.",2013-07-11,Sunny K.
The Venue on Guadalupe,https://www.yelp.com/biz/the-venue-on-guadalupe-apartments-austin?osq=venue+at+guadalupe,1.0,"Alright, so I contemplated for a while about writing this review on The Venue, but after much thought I feel like people should know about what they are signing into for a year. 
 At first, I was extremely excited to live at The Venue, for it is an ""urban student place to live."" I liked the fact that it looked pretty luxurious, nice granite counter-tops, wooded flooring, carpet, nice bathrooms, having a garage parking lot and an elevator that helps when caring loads of things. 
Well, the first week in, I knew living here was going to be a heck of a ride. 
On my floor there were guys claiming the hallway as theirs, screaming at the top of their lungs rolling down it with their computer chairs. Within a month the elevator broke down. MAY YOU BE CLEARLY AWARE OF THIS, IT BREAKS DOWN EVERY TWO MONTHS! 
I mean, I get the whole ""don't be lazy and just take the stairs"" idea, but seriously, let's get real. After a hard and long day when all you want to do is plop onto your bed you have to climb stairs to get to your room because the elevator is broken again. Other days when you have groceries to take to your floor and your dreading it because the elevator isn't working. 
Anyway, enough about the elevator. 
Let's talk about the other negative occurrences I had to live with.
Again, on my floor these other dudes and maybe even the same ones, smoked pot every week to where the whole floor could smell it. It gets pretty annoying having to smell pot remnants. 
On top of dysfunctional elevators, frat guys yelling down the hall/smoking pot, you have to deal with CRAPPY front desk assistants and PAPER THIN walls. 
1. The acoustics within each apartment are ridiculous! You can hear everything from the outside, and you can hear everything going down in the hallway. If your neighbors are loud enough then you can hear them in their own apartment. Seriously? 
You probably won't have restful sleep when ACL or SXSW are happening. The Venue is right across the Spider House. A venue for music/poetry/comedy and also a coffee shop. It's great for when you are in the need of a cappuccino or  latte but stinks when all you want to do is sleep at night. 
You get your own private concert alllll night long. You also get to hear all the delightful poets slamming their words away into the mic and into your apartment. IT'S GREAT!!!......  Oh man, and when bands play, they play. 
Even when there are no events going on, the loud people from the villas  (apartment that is sister to the venue) that are out and about are louddddd! You can hear all their screams and shenanigans. 
Anyway, I think you get the point. It's LOUD, and you aren't even living in West Campus. 
On top of that you have the MOST FRIENDLY staff at the front office, so excited to hear your question with a smile....
There have been countless times where I have gone in to ask questions or receive packages and the only thing they want you to do is get out ASAP so they can go back to probably looking at their NEWSFEED on facebook. I definitely believe they need training in friendly costumer service and maybe more sleep in general. 
So you get all this for 1,024 plus parking per room. WHAT? yes, I share a room and have to pay about 500 plus utilities. 
Good things about the Venue you ask?
Well, I can say that I DO like the fact that the apartments are hotel/dorm style looking WHEN it comes to the set up of the hallways because you do get to have the safeness of that setting. Everyone has an access card to the facility which is pretty great. 
Its nice to have a little personal gym. iT'S NOT GREAT, but it's useful. 
The walk isn't too bad to campus. 
And... well. I guess a nice a spacious living room.
Other than that, I think you are better off getting a place in hyde park (north campus) or west campus.
Good riddance to the Venue!",2014-05-26,Arlene S.
The Venue on Guadalupe,https://www.yelp.com/biz/the-venue-on-guadalupe-apartments-austin?osq=venue+at+guadalupe,3.0,"I've lived here for a year and really enjoyed it.
The location is great, the interior is very luxurious, They have real wood flooring (if it's fake they fooled me), & the enclosed hallways with elevators are nice as well. 

Maintenance is very quick and the management staff were very nice.
Our fridge broke at the beginning of the year but they replaced it right away with a brand new one which was a plus.

 The walls and doors are very thick so you can't here your neighbors and never had an issue with loud noises.

There were a couple of cons though...

The elevators broke down almost 10 times within the year and would be broken for days and one time it was over a week. I lived on the 6th floor and was extremely frustrated because it's almost like a workout every time I came home and not in a good way. carrying grocery's was a bitch and after a long day at class or work the last thing you want to do is climb 7 flights of stairs and walk in your front door out of breath. 

The parking garage gate breaks often as well. 
One time early in the morning before the office was open I was leaving for work and the gate was opening and closing like it was stuck and I was trapped for about 20 mins. Finally the gate opened wide enough and as I went though the gate slammed into my car causing pretty bad damage and was extremely late for work. I went to the leasing office to tell them and of course they are protected against anything and everything due to the contract. 

Hope this was helpful!",2014-07-03,Allie W.
The Venue on Guadalupe,https://www.yelp.com/biz/the-venue-on-guadalupe-apartments-austin?osq=venue+at+guadalupe,1.0,"If you do not enjoy peace and quiet when you sleep, by all means live here!!

When the trash chute gets filled with a certain amount of trash, the machine will NOT stop making noise until it is cleared. The single greatest flaw is that all of the trash is compiled into one area from the entire 5 floors, which is unfortunately right next to my  room on the 2nd floor. The machine makes a high pitched noise that is irritatingly loud and impossible to tune out. I have lost many hours of sleep because of this in the past already.

I have already filed several service request/complaints on the website and no one has bothered to respond to me since the new management has taken over. I even posted on their facebook page and they proceeded to delete it without voicing my conerns. I called the front desk about my problem and the girl had the audacity to say that ""only I have been the one that has been complaining"", and that "" she went and checked and nothing was wrong"". Does she THINK I am deaf? I also do not want to believe that just because there is only ONE person complaining about a situation that it is NOT important enough to fix? What kind of reasoning is that? What kind of impression are you making as a management to your customers?

There will surely not be any more business from me or from anyone I know from the future due to the low quality of customer care services. You would expect higher expectations of a place that markets itself on ""high quality student living"". I also would have thought that maintenance would be available on weekends, but I guess not.",2012-04-30,Darren L.
The Venue on Guadalupe,https://www.yelp.com/biz/the-venue-on-guadalupe-apartments-austin?osq=venue+at+guadalupe,1.0,"When I first moved in here, the place was great because it was under the management of BMOC and the main guy Jon; service was good and they generally got our repairs done and I could handle the noise. But now this place has changed management and it's been an ABSOLUTELY HORRIBLE experience afterwards. I have literally filed 5 service requests and they have done nothing; the one time they sent a guy over, they had to ""order the parts"" and now it is 2 months later and they still do not have the parts. Calling the front office is like talking to a machine as it seems like there is a new receptionist every 2 weeks and they generally don't do anything except recite company policy. 

Furthermore, they have not only increased our rent for the next year, but no longer allow us to split the rent in an uneven manner between myself and my roomates (aka everyone has to pay the same, and WE have to split the differences ourselves afterwards). I also can no longer pay my rent online like before without a $20 service charge, which was never the case before using the exact same website and payment procedure. What's even worse is that they did not notify anyone of this and when I tried to pay my rent at the end of the month, only then did they say ""oh by the way, extra $20"" and when pressed for a reason, they hide behind the good ole' ""it's company policy sir"". Really. 

The gym has not been cleaned in at least a month and pretty much you have to go to Gregory if you do not want to feel disgusting afterwards. The front door on the south tower has been broken for 75% of this semester and they have hired new cleaning staff that does not clean nearly as often as before. 

All in all, the apartment itself is really nice with granite countertops and a spacious living room, but everything around it and all the circumstances surrounding my lease here have made it an unpleasant experience. If I am going to be paying top-dollar for an apartment, I would have expected much much more. Come on Venue, it's called customer service; you used to know how to do it, but not anymore - safe to say I will not be returning here next year. The new Greystar management is horrible - STAY AWAY! 

(p.s. the new management is the same management that owns the villas and they are painting the nice silver venue building the same ugly 4 shade color as the villas, which I personally think looks hideous)",2011-12-31,Bill H.
The Venue on Guadalupe,https://www.yelp.com/biz/the-venue-on-guadalupe-apartments-austin?osq=venue+at+guadalupe,4.0,"This place has been pretty great for the year that I have lived here. I have had very few problems, and they are all small ones. The elevator breaks pretty frequently, but I'm not sure how that can even be fixed. The only other issue I have had is with service requests. When I do put in a service request with just one item on it, it is fixed quickly. However, when I use the online form and ask for several things to be fixed (light bulbs in two different rooms and the drawer in my fridge) they only fix the first thing listed. I don't think it's intentional, it seems like it has more to do with the reporting system. Just be sure to submit multiple requests if you have multiple issues. As far as noise goes, within the building there isn't much of an issue. My apartment faces into the pool which means it also faces Guadalupe which is where most of the noise comes from, in the form of traffic. This is a non issue for me but is something to consider if you're concerned about noise.",2014-07-27,Cat H.
The Venue on Guadalupe,https://www.yelp.com/biz/the-venue-on-guadalupe-apartments-austin?osq=venue+at+guadalupe,1.0,"I wholeheartedly agree with the reviews by J.C., Bill H. and Darren L.. At first glance, the units appear very luxurious, but I have had major issues with my apartment, with the common areas of the property, and tenants--such that I would not recommend the Venue to my worst enemy!  The property management is beyond awful.

Since I have lived here, one tenant set off fireworks and discharged a fire extinguisher in my hallway (requiring evacuation in the middle of the night).  Other tenants were using the closed in hallway as a hot-box for smoking marijuana; I repeatedly complained and was told by Venue to call the police; I did several times, and in retaliation, the residents showed up with a gun to intimidate me.  Most recently, two inebriated tenants had a screaming match in the hallway in the middle of the night, one saying the other had threatened him with a knife, and saying he was going to go get his 12 gauge.  I filed police reports following all three of these incidents, but Venue staff refused to investigate or do anything to the residents.  After the gun incident, I threatened to sue and to assuage me, cameras were installed on my floor.  The wires were torn down by other residents and when I requested they be repaired, Venue refused.  The cameras are still up, but non-operational.  Two of my neighbors have had packages stolen from in-front of their doors since then, and have also expressed a desire to have them reactivated.

In my unit, there was an extreme mold problem that required the drywall to be cut away in large sections around two air vents.  I had to take pictures, screamed to high heaven and threatened a lawsuit for the repair to be done properly.  They did not tarp the area, so I had drywall and paint-spray particles all over all my stuff.  As another testament to their maintenance staff's lack of professionalism, when I complained about my dryer vent being clogged, the staff came in with their gas powered leaf-blower and blew the lint out with it--the whole unit smelled like gas and the walls near the dryer has a gas-residue that I had to clean up myself.  

I agree with the review that says this place is slapped together like a cheap mobile home.  When you go to replace the air filter, you can see splintered 2x4s behind the drywall, and no insulation.  My unit is just next to the trash chute, and when the trash gets backed up, the smell drifts into my unit through this space in the wall!  The hallways also echo to such a degree that I am always awoken at 2:15 when my drunk neighbors get home from the bars.  My fridge's water-dispenser has never worked (complained numerous times), and there is no water pressure for the hot water in my bathroom sink (cold has great pressure, but who wants to wash their hands in cold water?).

If you are considering renting here, I strongly suggest you visit the property and walk around both towers during the middle of the semester, since they tend to keep the common areas in good repair around the beginning of each term when they are getting a lot of potential residents visiting.  After the semester begins, maintenance and cleaning of common areas falls off a cliff!

Here are just a few of the things you can expect to see: broken glass bottles and eggs thrown from the second floor pool deck to the front sidewalk (poorly swept up if at all), beer bottles and cans strewn about every Thursday, Friday and Saturday (which are never cleaned up until Monday at the earliest), dog poop never removed from the dog park on site (I walk my dogs across the street near Spider House for this reason), DAILY spills in the elevators that make the tile floor sticky and disgusting (this is mopped about once a week), and garbage and broken glass regularly in about half of the garage spaces.  The gym has never had any cleaning solution provided, so the equipment is sweaty and gross (and not regularly cleaned by maintenance).  Months ago, some idiot broke glass in the pool, and I have since been too afraid to swim in it (it was reported to the Venue, but the pool has not been drained, so beware!)

For nearly $1K monthly per bedroom (with parking, water, trash and pest fees), I expected a lot more. When my lease expires this summer, I am out of here!!!",2013-02-19,Layla G.
The Venue on Guadalupe,https://www.yelp.com/biz/the-venue-on-guadalupe-apartments-austin?osq=venue+at+guadalupe,4.0,"I lived here my last semester of college and loved it.  Granted, I never could have afforded it not for the fact that I wasn't paying for it myself, had a roommate, and had gotten an awesome deal on the place.    

If you have the money to spend, you get the best.  Granite counter tops, hardwood floors, stainless steel appliances, spacious room plans, giant windows, and garden tubs.  Not to mention the fact that the grounds itself have a very nice gym, rooftop pool, elevators, underground parking, and electronic access for extra safety.  

I never had any problems with noise, and the few incidents that did take place were dealt with by the leasing office with grace.  I love the guys in the front office.  They find that boundary between professional but still friendly and down to earth.    

All in all, I have very fond memories of The Venue.  In fact, I even gave a mom and her two daughters a tour of it when the office was on break once and highly recommended it.  As a student, it was the perfect balance of both worlds- close enough to campus that you could still walk to class but far enough removed that it was chill and not in the middle of fraternity row.",2011-01-27,Alicia W.
